skillName,simLinked,simSymba
transportation management,"Tuple{String,Float32}[(""transportation management"", 1.0), (""translation management"", 0.84), (""transaction management"", 0.8), (""transition management"", 0.8), (""transportation demand management"", 0.78125), (""transportation procurement"", 0.769231), (""association management"", 0.76), (""conservation management"", 0.76), (""hr information management"", 0.76), (""information management"", 0.76), (""reputation management"", 0.76), (""trade promotion management"", 0.730769), (""construction management"", 0.72), (""conversation management"", 0.72), (""expectation management"", 0.72), (""exploration management"", 0.72), (""innovation management"", 0.72), (""installation management"", 0.72), (""organization management"", 0.72), (""resolution management"", 0.72), (""transportation finance"", 0.72), (""print production management"", 0.703704)]","Tuple{String,Float32}[]"
informatique,"Tuple{String,Float32}[(""informative"", 0.833333), (""informatica"", 0.75), (""informatics"", 0.75)]","Tuple{String,Float32}[(""informatica"", 0.75)]"
water,"Tuple{String,Float32}[(""water"", 1.0), (""wafer"", 0.8), (""watir"", 0.8), (""weather"", 0.714286)]","Tuple{String,Float32}[(""water"", 1.0)]"
autocad architecture,"Tuple{String,Float32}[(""autocad architecture"", 1.0), (""data architecture"", 0.75), (""social architecture"", 0.75), (""storage architecture"", 0.75), (""functional architecture"", 0.73913), (""healthcare architecture"", 0.73913), (""landscape architecture"", 0.727273)]","Tuple{String,Float32}[]"
technological innovation,"Tuple{String,Float32}[(""technological innovation"", 1.0), (""technological solutions"", 0.75), (""technical information"", 0.708333), (""technology incubation"", 0.708333)]","Tuple{String,Float32}[]"
ansible,"Tuple{String,Float32}[(""ansible"", 1.0)]","Tuple{String,Float32}[(""ansible"", 1.0)]"
rails,"Tuple{String,Float32}[(""grails"", 0.833333), (""trails"", 0.833333), (""jails"", 0.8), (""nails"", 0.8), (""railo"", 0.8), (""sails"", 0.8), (""retails"", 0.714286)]","Tuple{String,Float32}[]"
comscore,"Tuple{String,Float32}[(""comscore"", 1.0)]","Tuple{String,Float32}[]"
cad administration,"Tuple{String,Float32}[(""land administration"", 0.894737), (""board administration"", 0.85), (""data administration"", 0.842105), (""fund administration"", 0.842105), (""lamp administration"", 0.842105), (""ldap administration"", 0.842105), (""plan administration"", 0.842105), (""a&r administration"", 0.833333), (""aix administration"", 0.833333), (""dns administration"", 0.833333), (""nix administration"", 0.833333), (""p&l administration"", 0.833333), (""tsm administration"", 0.833333), (""credit administration"", 0.809524), (""basis administration"", 0.8), (""cobra administration"", 0.8), (""grant administration"", 0.8), (""lease administration"", 0.8), (""leave administration"", 0.8), (""legal administration"", 0.8), (""loans administration"", 0.8), (""order administration"", 0.8), (""sales administration"", 0.8), (""staff administration"", 0.8), (""arts administration"", 0.789474), (""site administration"", 0.789474), (""unix administration"", 0.789474), (""user administration"", 0.789474), (""academic administration"", 0.782609), (""administration"", 0.777778), (""company administration"", 0.772727), (""emc san administration"", 0.772727), (""branch administration"", 0.761905), (""church administration"", 0.761905), (""client administration"", 0.761905), (""estate administration"", 0.761905), (""grants administration"", 0.761905), (""oracle administration"", 0.761905), (""safety administration"", 0.761905), (""salary administration"", 0.761905), (""school administration"", 0.761905), (""as400 administration"", 0.75), (""hotel administration"", 0.75), (""hp-ux administration"", 0.75), (""sport administration"", 0.75), (""clinical administration"", 0.73913), (""exchange administration"", 0.73913), (""account administration"", 0.727273), (""content administration"", 0.727273), (""gallery administration"", 0.727273), (""general administration"", 0.727273), (""patient administration"", 0.727273), (""payroll administration"", 0.727273), (""probate administration"", 0.727273), (""program administration"", 0.727273), (""student administration"", 0.727273), (""virtual administration"", 0.727273), (""windows administration"", 0.727273), (""administraion"", 0.722222), (""as/400 administration"", 0.714286), (""export administration"", 0.714286), (""office administration"", 0.714286), (""police administration"", 0.714286), (""public administration"", 0.714286), (""relius administration"", 0.714286), (""remote administration"", 0.714286), (""senior administration"", 0.714286), (""server administration"", 0.714286), (""siebel administration"", 0.714286), (""survey administration"", 0.714286), (""system administration"", 0.714286)]","Tuple{String,Float32}[]"
"-\ti am skilled at data analysis, interpretation and technical writing and have authored numerous reports and academic papers and presentations.","Tuple{String,Float32}[]","Tuple{String,Float32}[]"
"-\tthroughout my career, i have worked extensively with environmental and social safeguards on private sector and government projects, both as a private sector company representative and as a consultant. in the private sector, i was responsible for the development, implementation and oversight of programs to comply with environmental and social safeguards. as a consultant, i have acted as lead consultant in developing studies and programs to comply with safeguards, provided mentoring/capacity building to clients to assist in their execution and have also undertaken monitoring of performance and compliance.  i have also been involved in the monitoring of performance and compliance with safeguards for development banks including the development of recommendations for corrective actions.","Tuple{String,Float32}[]","Tuple{String,Float32}[]"
-\ti have excellent problem solving and critical thinking skills. i am able to think outside the box and consider myself to be resourceful.,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
"-\ti possess planning and organizational skills that have been developed and honed through numerous management roles. i am experienced in leading, directing, coordinating and oversight of multi-disciplinary teams and enjoy working in a team environment.","Tuple{String,Float32}[]","Tuple{String,Float32}[]"
citrix xenapp,"Tuple{String,Float32}[(""citrix xenapp"", 1.0)]","Tuple{String,Float32}[]"
vmware vsphere,"Tuple{String,Float32}[(""vmware vsphere"", 1.0)]","Tuple{String,Float32}[]"
vmware view,"Tuple{String,Float32}[(""vmware view"", 1.0), (""smart view"", 0.727273), (""vmware vtsp"", 0.727273)]","Tuple{String,Float32}[]"
interface builder,"Tuple{String,Float32}[(""interface builder"", 1.0)]","Tuple{String,Float32}[]"
tomcat,"Tuple{String,Float32}[(""tomcat"", 1.0), (""tomcat 5"", 0.75)]","Tuple{String,Float32}[]"
oral communications,"Tuple{String,Float32}[(""oral communications"", 1.0), (""oral communication"", 0.947368), (""global communications"", 0.857143), (""serial communications"", 0.857143), (""general communications"", 0.818182), (""optical communications"", 0.818182), (""mobile communications"", 0.809524), (""clear communications"", 0.8), (""field communications"", 0.8), (""group communications"", 0.8), (""social communication"", 0.8), (""store communications"", 0.8), (""voice communications"", 0.8), (""brand communication"", 0.789474), (""great communication"", 0.789474), (""open communication"", 0.789474), (""telcommunications"", 0.789474), (""telecommunications"", 0.789474), (""internal communications"", 0.782609), (""medical communications"", 0.772727), (""change communications"", 0.761905), (""crisis communications"", 0.761905), (""hazard communications"", 0.761905), (""merger communications"", 0.761905), (""online communications"", 0.761905), (""public communications"", 0.761905), (""animal communication"", 0.75), (""cloud communications"", 0.75), (""corporate communications"", 0.75), (""health communication"", 0.75), (""media communications"", 0.75), (""sports communication"", 0.75), (""visual communication"", 0.75), (""creative communications"", 0.73913), (""tactical communications"", 0.73913), (""communications"", 0.736842), (""donor communication"", 0.736842), (""e-communications"", 0.736842), (""ecommunications"", 0.736842), (""group communication"", 0.736842), (""human communication"", 0.736842), (""mass communication"", 0.736842), (""radio communication"", 0.736842), (""solid communication"", 0.736842), (""staff communication"", 0.736842), (""c-level communications"", 0.727273), (""network communications"", 0.727273), (""partner communications"", 0.727273), (""personal communication"", 0.727273), (""project communications"", 0.727273), (""global telecommunications"", 0.72), (""client communications"", 0.714286), (""digital communication"", 0.714286), (""graphic communication"", 0.714286), (""secure communications"", 0.714286), (""speech communications"", 0.714286), (""bilingual communications"", 0.708333), (""converged communications"", 0.708333), (""financial communications"", 0.708333), (""non-verbal communication"", 0.708333), (""real-time communications"", 0.708333), (""strategic communications"", 0.708333), (""workforce communications"", 0.708333)]","Tuple{String,Float32}[(""intranet communications"", 0.73913), (""communications"", 0.736842)]"
team motivator,"Tuple{String,Float32}[(""team motivator"", 1.0), (""team motivation"", 0.866667), (""great motivator"", 0.8)]","Tuple{String,Float32}[]"
academic writing,"Tuple{String,Float32}[(""academic writing"", 1.0), (""academic editing"", 0.875), (""academic advising"", 0.764706), (""academic medicine"", 0.705882), (""academic tutoring"", 0.705882)]","Tuple{String,Float32}[]"
fluent english,"Tuple{String,Float32}[(""fluent english"", 1.0), (""plain english"", 0.714286)]","Tuple{String,Float32}[]"
dell poweredge servers,"Tuple{String,Float32}[(""dell poweredge servers"", 1.0)]","Tuple{String,Float32}[]"
cisco routers,"Tuple{String,Float32}[(""cisco routers"", 1.0)]","Tuple{String,Float32}[]"
cisco wireless,"Tuple{String,Float32}[(""cisco wireless"", 1.0), (""fixed wireless"", 0.714286)]","Tuple{String,Float32}[]"
asp.net web api,"Tuple{String,Float32}[(""asp.net web api"", 1.0)]","Tuple{String,Float32}[]"
angular4,"Tuple{String,Float32}[(""angular"", 0.875), (""angularjs"", 0.777778)]","Tuple{String,Float32}[(""angularjs"", 0.777778)]"
research and development (r&d),"Tuple{String,Float32}[(""research and development (r&d)"", 1.0)]","Tuple{String,Float32}[]"
patent prosecution,"Tuple{String,Float32}[(""patent prosecution"", 1.0), (""patent preparation"", 0.722222), (""plant protection"", 0.722222)]","Tuple{String,Float32}[]"
patent litigation,"Tuple{String,Float32}[(""patent litigation"", 1.0), (""defense litigation"", 0.722222), (""probate litigation"", 0.722222), (""employment litigation"", 0.714286), (""radon mitigation"", 0.705882)]","Tuple{String,Float32}[]"
intellectual property,"Tuple{String,Float32}[(""intellectual property"", 1.0), (""intellectual property issues"", 0.75), (""intellectual property matters"", 0.724138), (""intellectual freedom"", 0.714286), (""intellectual history"", 0.714286)]","Tuple{String,Float32}[]"
copyright law,"Tuple{String,Float32}[(""copyright law"", 1.0)]","Tuple{String,Float32}[]"
administrative assistance,"Tuple{String,Float32}[(""administrative assistance"", 1.0), (""administrative experience"", 0.72), (""executive administrative assistance"", 0.714286)]","Tuple{String,Float32}[]"
data entry,"Tuple{String,Float32}[(""data entry"", 1.0), (""data entry 10"", 0.769231), (""data centers"", 0.75), (""data center"", 0.727273), (""datacentres"", 0.727273)]","Tuple{String,Float32}[]"
visual basic for applications (vba),"Tuple{String,Float32}[(""visual basic for applications (vba)"", 1.0), (""visual basic for applications"", 0.828571)]","Tuple{String,Float32}[]"
assembler,"Tuple{String,Float32}[(""assembler"", 1.0), (""assemblers"", 0.9), (""assembleur"", 0.9), (""assemble"", 0.888889), (""assemblies"", 0.8), (""assembla"", 0.777778), (""assembly"", 0.777778), (""assemblages"", 0.727273)]","Tuple{String,Float32}[]"
farsi,"Tuple{String,Float32}[(""farsi"", 1.0), (""fars"", 0.8)]","Tuple{String,Float32}[]"
shell scripting,"Tuple{String,Float32}[(""shell scripting"", 1.0), (""html scripting"", 0.8), (""perl/shell scripting"", 0.75), (""unix shell scripting"", 0.75), (""event scripting"", 0.733333), (""xml scripting"", 0.733333)]","Tuple{String,Float32}[]"
graphql,"Tuple{String,Float32}[(""grapher"", 0.714286), (""graphs"", 0.714286)]","Tuple{String,Float32}[]"
relay,"Tuple{String,Float32}[(""relays"", 0.833333), (""replay"", 0.833333), (""delay"", 0.8), (""relax"", 0.8)]","Tuple{String,Float32}[]"
lodash,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
webex and net meeting data sharing,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
proficient in microsoft office suites,"Tuple{String,Float32}[(""proficient in microsoft office"", 0.810811)]","Tuple{String,Float32}[]"
vba programming,"Tuple{String,Float32}[(""ada programming"", 0.866667), (""bdc programming"", 0.8), (""c programming"", 0.8), (""cgi programming"", 0.8), (""cl programming"", 0.8), (""cnc programming"", 0.8), (""hmi programming"", 0.8), (""idl programming"", 0.8), (""pic programming"", 0.8), (""plc programming"", 0.8), (""sas programming"", 0.8), (""xml programming"", 0.8), (""visual programming"", 0.777778), (""basic programming"", 0.764706), (""batch programming"", 0.764706), (""event programming"", 0.764706), (""media programming"", 0.764706), (""robot programming"", 0.764706), (""apex programming"", 0.75), (""game programming"", 0.75), (""meta-programming"", 0.75), (""pair programming"", 0.75), (""teen programming"", 0.75), (""library programming"", 0.736842), (""cnc programing"", 0.733333), (""programming"", 0.733333), (""device programming"", 0.722222), (""dialog programming"", 0.722222), (""linear programming"", 0.722222), (""mobile programming"", 0.722222), (""server programming"", 0.722222), (""survey programming"", 0.722222), (""vector programming"", 0.722222), (""adult programming"", 0.705882), (""audio programming"", 0.705882), (""logic programming"", 0.705882), (""music programming"", 0.705882), (""radio programming"", 0.705882), (""youth programming"", 0.705882)]","Tuple{String,Float32}[(""pair programming"", 0.75)]"
proven leadership skills,"Tuple{String,Float32}[(""proven leadership skills"", 1.0), (""leadership skills"", 0.708333)]","Tuple{String,Float32}[]"
nodejs,"Tuple{String,Float32}[(""node.js"", 0.857143)]","Tuple{String,Float32}[(""nodejs"", 1.0)]"
sketchapp,"Tuple{String,Float32}[(""sketch app"", 0.9), (""sketchup"", 0.777778)]","Tuple{String,Float32}[]"
cocoa touch,"Tuple{String,Float32}[(""cocoa touch"", 1.0)]","Tuple{String,Float32}[]"
cocoa,"Tuple{String,Float32}[(""cocoa"", 1.0), (""coco"", 0.8)]","Tuple{String,Float32}[]"
core data,"Tuple{String,Float32}[(""core data"", 1.0), (""core java"", 0.777778), (""pure data"", 0.777778)]","Tuple{String,Float32}[]"
flux,"Tuple{String,Float32}[(""flux"", 1.0), (""faux"", 0.75), (""flex"", 0.75), (""flu"", 0.75)]","Tuple{String,Float32}[(""flux"", 1.0)]"
biodiversity,"Tuple{String,Float32}[(""biodiversity"", 1.0), (""diversity"", 0.75)]","Tuple{String,Float32}[]"
conservation issues,"Tuple{String,Float32}[(""conservation issues"", 1.0), (""compensation issues"", 0.789474), (""conservation areas"", 0.736842), (""conservation easements"", 0.727273), (""construction disputes"", 0.714286)]","Tuple{String,Float32}[]"
arcgis server,"Tuple{String,Float32}[(""arcgis server"", 1.0), (""process server"", 0.714286)]","Tuple{String,Float32}[]"
esri,"Tuple{String,Float32}[(""esri"", 1.0), (""esi"", 0.75), (""esr"", 0.75), (""esrd"", 0.75), (""esxi"", 0.75), (""sri"", 0.75)]","Tuple{String,Float32}[]"
websphere portal,"Tuple{String,Float32}[(""websphere portal"", 1.0)]","Tuple{String,Float32}[]"
websphere application server,"Tuple{String,Float32}[(""websphere application server"", 1.0), (""jboss application server"", 0.714286), (""oracle application server"", 0.714286), (""sun application server"", 0.714286)]","Tuple{String,Float32}[]"
biotechnology,"Tuple{String,Float32}[(""biotechnology"", 1.0), (""biotechnologies"", 0.8), (""microtechnology"", 0.8), (""nanotechnology"", 0.785714), (""technology"", 0.769231), (""nanobiotechnology"", 0.764706), (""audio technology"", 0.75), (""video technology"", 0.75), (""food technology"", 0.733333), (""neurotechnology"", 0.733333), (""bioarchaeology"", 0.714286), (""mobile technology"", 0.705882)]","Tuple{String,Float32}[(""biotechnology"", 1.0), (""technology"", 0.769231)]"
r&d,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
product launch,"Tuple{String,Float32}[(""product launch"", 1.0), (""product launches"", 0.875), (""product launching"", 0.823529), (""production launch"", 0.823529), (""product line"", 0.714286), (""product lines"", 0.714286), (""program launch"", 0.714286), (""product clearance"", 0.705882)]","Tuple{String,Float32}[]"
familiar with c++,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
jquery,"Tuple{String,Float32}[(""jquery"", 1.0), (""nquery"", 0.833333), (""xquery"", 0.833333), (""msquery"", 0.714286), (""psquery"", 0.714286)]","Tuple{String,Float32}[(""jquery"", 1.0)]"
lamp,"Tuple{String,Float32}[(""lamp"", 1.0), (""lamps"", 0.8), (""camp"", 0.75), (""damp"", 0.75), (""gamp"", 0.75), (""hamp"", 0.75), (""lacp"", 0.75), (""lam"", 0.75), (""lamb"", 0.75), (""lap"", 0.75), (""mamp"", 0.75), (""wamp"", 0.75)]","Tuple{String,Float32}[]"
servlet,"Tuple{String,Float32}[(""servlets"", 0.875), (""server"", 0.714286)]","Tuple{String,Float32}[(""servlet"", 1.0)]"
jsp,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
assistive technology,"Tuple{String,Float32}[(""assistive technology"", 1.0), (""adaptive technology"", 0.8), (""automotive technology"", 0.761905), (""creative technology"", 0.75), (""missile technology"", 0.75)]","Tuple{String,Float32}[]"
direct mail,"Tuple{String,Float32}[(""direct mail"", 1.0), (""direct tax"", 0.727273)]","Tuple{String,Float32}[]"
"java - struts, spring and hibernate","Tuple{String,Float32}[]","Tuple{String,Float32}[]"
flex - action script 3.0,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
virtual reality,"Tuple{String,Float32}[(""virtual reality"", 1.0)]","Tuple{String,Float32}[(""vr-virtual reality"", 0.833333)]"
autodesk inventor,"Tuple{String,Float32}[(""autodesk inventor"", 1.0)]","Tuple{String,Float32}[]"
cms,"Tuple{String,Float32}[(""cms"", 1.0), (""acms"", 0.75), (""bcms"", 0.75), (""cams"", 0.75), (""ccms"", 0.75), (""cems"", 0.75), (""chms"", 0.75), (""cmas"", 0.75), (""cmis"", 0.75), (""cmms"", 0.75), (""cmos"", 0.75), (""cmps"", 0.75), (""coms"", 0.75), (""cpms"", 0.75), (""csms"", 0.75), (""icms"", 0.75), (""lcms"", 0.75), (""mcms"", 0.75), (""rcms"", 0.75)]","Tuple{String,Float32}[]"
heroku,"Tuple{String,Float32}[(""heroku"", 1.0)]","Tuple{String,Float32}[]"
nonprofits,"Tuple{String,Float32}[(""nonprofits"", 1.0)]","Tuple{String,Float32}[]"
global platform,"Tuple{String,Float32}[(""global platform"", 1.0)]","Tuple{String,Float32}[]"
nfc,"Tuple{String,Float32}[(""nfc"", 1.0), (""nbfc"", 0.75)]","Tuple{String,Float32}[]"
3gpp,"Tuple{String,Float32}[(""gpp"", 0.75)]","Tuple{String,Float32}[]"
international logistics,"Tuple{String,Float32}[(""international logistics"", 1.0), (""international equities"", 0.782609), (""international admissions"", 0.75), (""international litigation"", 0.75), (""international auditing"", 0.73913), (""international companies"", 0.73913), (""international conflict"", 0.73913), (""international contacts"", 0.73913), (""international cuisines"", 0.73913), (""international economics"", 0.73913), (""international issues"", 0.73913), (""international liaison"", 0.73913), (""international migration"", 0.73913), (""international mobility"", 0.73913), (""international policy"", 0.73913), (""international acquisitions"", 0.730769), (""international negotiations"", 0.730769), (""international collections"", 0.72), (""international connections"", 0.72), (""international regulations"", 0.72), (""international relocations"", 0.72), (""international operations"", 0.708333), (""international production"", 0.708333), (""international organizations"", 0.703704)]","Tuple{String,Float32}[]"
electrochemistry,"Tuple{String,Float32}[(""electrochemistry"", 1.0), (""neurochemistry"", 0.75)]","Tuple{String,Float32}[]"
powder x-ray diffraction,"Tuple{String,Float32}[(""powder x-ray diffraction"", 1.0)]","Tuple{String,Float32}[]"
netbeans ide,"Tuple{String,Float32}[(""netbeans ide"", 1.0), (""net beans ide"", 0.923077), (""netbeans 6.x"", 0.75)]","Tuple{String,Float32}[]"
credit cards,"Tuple{String,Float32}[(""credit cards"", 1.0), (""debit cards"", 0.75)]","Tuple{String,Float32}[]"
cards,"Tuple{String,Float32}[(""cards"", 1.0), (""ecards"", 0.833333), (""cads"", 0.8), (""cares"", 0.8), (""cars"", 0.8), (""carts"", 0.8), (""e-cards"", 0.714286)]","Tuple{String,Float32}[]"
iso8583,"Tuple{String,Float32}[(""iso8583"", 1.0)]","Tuple{String,Float32}[]"
computer programming ,"Tuple{String,Float32}[(""computer program"", 0.761905), (""community programming"", 0.714286), (""computer gaming"", 0.714286), (""youth programming"", 0.714286)]","Tuple{String,Float32}[]"
personal websites,"Tuple{String,Float32}[(""personal websites"", 1.0), (""personal pensions"", 0.764706), (""personal services"", 0.764706), (""personal events"", 0.705882), (""personal traits"", 0.705882), (""personalwesen"", 0.705882)]","Tuple{String,Float32}[(""personal qualities"", 0.722222)]"
apache cassandra,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
malware analysis,"Tuple{String,Float32}[(""malware analysis"", 1.0), (""hardware analysis"", 0.823529), (""software analysis"", 0.764706), (""failure analysis"", 0.75), (""hazard analysis"", 0.75), (""macro analysis"", 0.75), (""database analysis"", 0.705882), (""moisture analysis"", 0.705882), (""variance analysis"", 0.705882)]","Tuple{String,Float32}[(""variance analysis"", 0.705882)]"
reverse engineering,"Tuple{String,Float32}[(""reverse engineering"", 1.0), (""release engineering"", 0.894737), (""river engineering"", 0.842105), (""device engineering"", 0.789474), (""energy engineering"", 0.789474), (""reservoir engineering"", 0.761905), (""internet engineering"", 0.75), (""wireless engineering"", 0.75), (""genetic engineering"", 0.736842), (""green engineering"", 0.736842), (""paper engineering"", 0.736842), (""power engineering"", 0.736842), (""process engineering"", 0.736842), (""risk engineering"", 0.736842), (""robust engineering"", 0.736842), (""sales engineering"", 0.736842), (""service engineering"", 0.736842), (""test engineering"", 0.736842), (""value engineering"", 0.736842), (""vehicle engineering"", 0.736842), (""water engineering"", 0.736842), (""enterprise engineering"", 0.727273)]","Tuple{String,Float32}[(""feature engineering"", 0.736842)]"
digital forensics,"Tuple{String,Float32}[(""digital forensics"", 1.0), (""data forensics"", 0.764706), (""digital graphics"", 0.705882), (""digital trends"", 0.705882)]","Tuple{String,Float32}[]"
spring cloud foundry,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
oracle database administration,"Tuple{String,Float32}[(""oracle database administration"", 1.0), (""database administration"", 0.766667)]","Tuple{String,Float32}[]"
computer diagnostics,"Tuple{String,Float32}[(""computer diagnostics"", 1.0), (""remote diagnostics"", 0.75), (""molecular diagnostics"", 0.714286)]","Tuple{String,Float32}[]"
financial forecasting,"Tuple{String,Float32}[(""financial forecasting"", 1.0), (""financial recruiting"", 0.761905), (""financial reporting"", 0.761905), (""capital forecasting"", 0.714286), (""fashion forecasting"", 0.714286), (""financial coaching"", 0.714286), (""financial modeling"", 0.714286), (""financial operations"", 0.714286), (""financial structuring"", 0.714286), (""financial tracking"", 0.714286), (""financial training"", 0.714286), (""financial writing"", 0.714286)]","Tuple{String,Float32}[(""financial forecasting"", 1.0)]"
nfe,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
coaching pessoal,"Tuple{String,Float32}[(""coaching baseball"", 0.705882)]","Tuple{String,Float32}[]"
seis sigma,"Tuple{String,Float32}[(""six sigma"", 0.8)]","Tuple{String,Float32}[]"
hipaa,"Tuple{String,Float32}[(""hipaa"", 1.0)]","Tuple{String,Float32}[]"
value at risk (var),"Tuple{String,Float32}[(""value at risk (var)"", 1.0)]","Tuple{String,Float32}[]"
r language,"Tuple{String,Float32}[(""language"", 0.8), (""c++ language"", 0.75), (""brand language"", 0.714286)]","Tuple{String,Float32}[]"
.net,"Tuple{String,Float32}[(""cnet"", 0.75), (""inet"", 0.75), (""unet"", 0.75)]","Tuple{String,Float32}[("".net"", 1.0)]"
nutrition care process,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
medical nutrition therapy,"Tuple{String,Float32}[(""medical nutrition therapy"", 1.0)]","Tuple{String,Float32}[]"
food service,"Tuple{String,Float32}[(""food service"", 1.0), (""pool service"", 0.833333), (""field service"", 0.769231), (""fund services"", 0.769231), (""copy service"", 0.75), (""fast service"", 0.75), (""fire service"", 0.75), (""maid service"", 0.75), (""board services"", 0.714286), (""cloud services"", 0.714286)]","Tuple{String,Float32}[]"
circuit analysis,"Tuple{String,Float32}[(""circuit analysis"", 1.0), (""credit analysis"", 0.8125), (""aircraft analysis"", 0.764706), (""ceramic analysis"", 0.75), (""profit analysis"", 0.75), (""community analysis"", 0.722222), (""capacity analysis"", 0.705882), (""citation analysis"", 0.705882), (""conflict analysis"", 0.705882), (""conjoint analysis"", 0.705882), (""security analysis"", 0.705882)]","Tuple{String,Float32}[]"
nodejs,"Tuple{String,Float32}[(""node.js"", 0.857143)]","Tuple{String,Float32}[(""nodejs"", 1.0)]"
stock management,"Tuple{String,Float32}[(""stock management"", 1.0), (""store management"", 0.875), (""rto management"", 0.8125), (""scope management"", 0.8125), (""soil management"", 0.8125), (""space management"", 0.8125), (""staff management"", 0.8125), (""stage management"", 0.8125), (""state management"", 0.8125), (""task management"", 0.8125), (""top management"", 0.8125), (""tour management"", 0.8125), (""work management"", 0.8125), (""storage management"", 0.777778), (""estate management"", 0.764706), (""school management"", 0.764706), (""search management"", 0.764706), (""shrink management"", 0.764706), (""sports management"", 0.764706), (""stable management"", 0.764706), (""strata management"", 0.764706), (""stress management"", 0.764706), (""acd management"", 0.75), (""bank management"", 0.75), (""blood management"", 0.75), (""bom management"", 0.75), (""cmo management"", 0.75), (""cost management"", 0.75), (""cro management"", 0.75), (""disk management"", 0.75), (""flood management"", 0.75), (""floor management"", 0.75), (""font management"", 0.75), (""food management"", 0.75), (""force management"", 0.75), (""golf management"", 0.75), (""it management"", 0.75), (""kol management"", 0.75), (""load management"", 0.75), (""log management"", 0.75), (""move management"", 0.75), (""mro management"", 0.75), (""odm management"", 0.75), (""oem management"", 0.75), (""patch management"", 0.75), (""pc management"", 0.75), (""photo management"", 0.75), (""port management"", 0.75), (""proj management"", 0.75), (""quota management"", 0.75), (""risk management"", 0.75), (""road management"", 0.75), (""roi management"", 0.75), (""sales management"", 0.75), (""self management"", 0.75), (""ship management"", 0.75), (""site management"", 0.75), (""sku management"", 0.75), (""sme management"", 0.75), (""spa management"", 0.75), (""spend management"", 0.75), (""tape management"", 0.75), (""team management"", 0.75), (""test management"", 0.75), (""time management"", 0.75), (""turf management"", 0.75), (""customer management"", 0.736842), (""district management"", 0.736842), (""contact management"", 0.722222), (""desktop management"", 0.722222), (""it risk management"", 0.722222), (""outcome management"", 0.722222), (""process management"", 0.722222), (""product management"", 0.722222), (""project management"", 0.722222), (""service management"", 0.722222), (""speaker management"", 0.722222), (""support management"", 0.722222), (""symptom management"", 0.722222), (""systems management"", 0.722222), (""visitor management"", 0.722222), (""agency management"", 0.705882), (""artist management"", 0.705882), (""author management"", 0.705882), (""branch management"", 0.705882), (""direct management"", 0.705882), (""global management"", 0.705882), (""growth management"", 0.705882), (""issues management"", 0.705882), (""labour management"", 0.705882), (""matrix management"", 0.705882), (""memory management"", 0.705882), (""metric management"", 0.705882), (""office management"", 0.705882), (""outage management"", 0.705882), (""output management"", 0.705882), (""people management"", 0.705882), (""policy management"", 0.705882), (""profit management"", 0.705882), (""projektmanagement"", 0.705882), (""retail management"", 0.705882), (""sample management"", 0.705882), (""senior management"", 0.705882), (""server management"", 0.705882), (""supply management"", 0.705882), (""survey management"", 0.705882)]","Tuple{String,Float32}[(""task management"", 0.8125), (""task management"", 0.8125), (""team management"", 0.75), (""risk management"", 0.75), (""float management"", 0.75), (""done management"", 0.75), (""process management"", 0.722222), (""project management"", 0.722222), (""product management"", 0.722222), (""supply management"", 0.705882)]"
catia,"Tuple{String,Float32}[(""catia"", 1.0), (""caia"", 0.8), (""ctia"", 0.8), (""captiva"", 0.714286), (""croatia"", 0.714286)]","Tuple{String,Float32}[(""croatia"", 0.714286)]"
forefront tmg/uag 2010,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
consumer insight,"Tuple{String,Float32}[(""consumer insight"", 1.0), (""customer insight"", 0.75), (""consumer internet"", 0.705882)]","Tuple{String,Float32}[]"
ratpack,"Tuple{String,Float32}[(""lapack"", 0.714286)]","Tuple{String,Float32}[]"
military operations,"Tuple{String,Float32}[(""military operations"", 1.0), (""delivery operations"", 0.789474), (""civil-military operations"", 0.76), (""joint military operations"", 0.76), (""military relocations"", 0.75), (""maritime operations"", 0.736842), (""medical operations"", 0.736842), (""military aviation"", 0.736842), (""quality operations"", 0.736842), (""refinery operations"", 0.736842), (""multi-state operations"", 0.727273), (""multi-store operations"", 0.727273), (""depository operations"", 0.714286), (""facilities operations"", 0.714286), (""regulatory operations"", 0.714286)]","Tuple{String,Float32}[]"
illinois certified emt-p  1985 - 2004,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
cloud technologies,"Tuple{String,Float32}[(""core technologies"", 0.833333), (""access technologies"", 0.736842), (""google technologies"", 0.736842), (""online technologies"", 0.736842), (""biotechnologies"", 0.722222), (""ip technologies"", 0.722222), (""media technologies"", 0.722222), (""ms technologies"", 0.722222), (""smart technologies"", 0.722222), (""unity technologies"", 0.722222), (""video technologies"", 0.722222), (""web technologies"", 0.722222)]","Tuple{String,Float32}[]"
